Name	Title	Method	Frequency	Units	Type	Last Download	Last Data Update	Thu 01-Dec-2022 18:13:21
R42IRNM163NCEN	Import Price Index (NAICS): Sugar and Confectionery Product Manufacturing	NSA	Monthly	Index Dec 2019=100	LIN	16-Nov-22	01-Oct-22	
S4231SM144NCEN	Import Price Index (NAICS): Animal Slaughtering and Processing	NSA	Monthly	Index Dec 2005=100	LIN	16-Nov-22	01-Oct-22	
S4234SM144NCEN	Import Price Index (NAICS): Seafood Product Preparation and Packaging	NSA	Monthly	Index Dec 2005=100	LIN	16-Nov-22	01-Oct-22	
R4246IM163NCEN	Import Price Index (NAICS): Beverage and Tobacco Product Manufacturing	NSA	Monthly	Index Dec 2005=100	LIN	16-Nov-22	01-Oct-22	
R4247IM163NCEN	Import Price Index (NAICS): Beverage Manufacturing	NSA	Monthly	Index Dec 2009=100	LIN	16-Nov-22	01-Oct-22	
R423IRM163NCEN	Import Price Index (NAICS): Breweries	NSA	Monthly	Index Dec 2006=100	LIN	16-Nov-22	01-Oct-22	
M42MPCM157NCEN	Import Price Index (NAICS): Cut and Sew Apparel Manufacturing	NSA	Monthly	Index Dec 2009=100	LIN	16-Nov-22	01-Oct-22	
M424MPM157NCEN	Import Price Index (NAICS): Men and Boys Cut and Sew Apparel Manufacturing	NSA	Monthly	Index Dec 2005=100	LIN	16-Nov-22	01-Oct-22	
M4246MM157NCEN	"Import Price Index (NAICS): Manufacturing, Part 2"	NSA	Monthly	Index Dec 2005=100	LIN	16-Nov-22	01-Oct-22	
M4247MM157NCEN	Import Price Index (NAICS): Wood Product Manufacturing	NSA	Monthly	Index Dec 2019=100	LIN	16-Nov-22	01-Oct-22	
M4239MM157NCEN	Import Price Index (NAICS): Paper Manufacturing	NSA	Monthly	Index Dec 2005=100	LIN	16-Nov-22	01-Oct-22	
M423MPM157NCEN	"Import Price Index (NAICS): Pulp, Paper, and Paperboard Mills"	NSA	Monthly	Index Dec 2005=100	LIN	16-Nov-22	01-Oct-22	
M4234MM157NCEN	Import Price Index (NAICS): Converted Paper Product Manufacturing	NSA	Monthly	Index Dec 2005=100	LIN	16-Nov-22	01-Oct-22	
M4235MM157NCEN	Import Price Index (NAICS): Petroleum and Coal Products Manufacturing	NSA	Monthly	Index Dec 2005=100	LIN	16-Nov-22	01-Oct-22	
M4236MM157NCEN	Import Price Index (NAICS): Basic Chemical Manufacturing	NSA	Monthly	Index Dec 2005=100	LIN	16-Nov-22	01-Oct-22	
M4237MM157NCEN	Import Price Index (NAICS): Manufacturing	NSA	Monthly	Index Dec 2005=100	LIN	16-Nov-22	01-Oct-22	
M4238MM157NCEN	Import Price Index (NAICS): Nonmanufacturing	NSA	Monthly	Index Dec 2005=100	LIN	16-Nov-22	01-Oct-22	
M4233MM157NCEN	Export Price Index (End Use): All Commodities	NSA	Monthly	Index 2000=100	LIN	16-Nov-22	01-Oct-22	
M42343M157NCEN	Export Price Index (NAICS): Crop Production	NSA	Monthly	Index Dec 2005=100	LIN	16-Nov-22	01-Oct-22	
S4247SM144NCEN	Export Price Index (NAICS): Resin and Synthetic Rubber Manufacturing	NSA	Monthly	Index Dec 2014=100	LIN	16-Nov-22	01-Oct-22	
S42SMNM144NCEN	Export Price Index (NAICS): Pharmaceutical and Medicine Manufacturing	NSA	Monthly	Index Dec 2005=100	LIN	16-Nov-22	01-Oct-22	
R4248IM163NCEN	Export Price Index (NAICS): Computer and Electronic Product Manufacturing	NSA	Monthly	Index Dec 2005=100	LIN	16-Nov-22	01-Oct-22	
S4232SM144NCEN	Import Price Index (NAICS): Oil and Gas Extraction	NSA	Monthly	Index Dec 2005=100	LIN	16-Nov-22	01-Oct-22	
S4233SM144NCEN	Import Price Index (NAICS): Footwear Manufacturing	NSA	Monthly	Index Dec 2005=100	LIN	16-Nov-22	01-Oct-22	
S42343M144NCEN	Import Price Index (NAICS): Chemical Manufacturing	NSA	Monthly	Index Dec 2005=100	LIN	16-Nov-22	01-Oct-22	
WATERBORNE	Import Price Index (NAICS): Iron and Steel Mills and Ferroalloy Manufacturing	NSA	Monthly	Index Dec 2005=100	LIN	16-Nov-22	01-Oct-22	
RAILFRTCARLOADS	"Import Price Index (NAICS): Ventilation, Heating, Air-Conditioning, and Commercial Refrigeration Equipment Manufacturing"	NSA	Monthly	Index Dec 2005=100	LIN	16-Nov-22	01-Oct-22	
S4248SM144NCEN	Import Price Index (NAICS): Motor Vehicle Manufacturing	NSA	Monthly	Index Dec 2005=100	LIN	16-Nov-22	01-Oct-22	
TRUCKD11	Import Price Index (NAICS): Motor Vehicle Parts Manufacturing	NSA	Monthly	Index Dec 2005=100	LIN	16-Nov-22	01-Oct-22	
FRBKCLMCILA	"Export Price Index (NAICS): Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing"	NSA	Monthly	Index Dec 2020=100	LIN	16-Nov-22	01-Oct-22	
FRBKCLMCIM	Import Price Index (NAICS): Leather and Allied Product Manufacturing	NSA	Monthly	Index Dec 2005=100	LIN	16-Nov-22	01-Oct-22	
NONREVNS	Import Price Index (NAICS): Alumina and Aluminum Production and Processing	NSA	Monthly	Index Dec 2005=100	LIN	16-Nov-22	01-Oct-22	
REVOLNS	Import Price Index (NAICS): Medical Equipment and Supplies Manufacturing	NSA	Monthly	Index Dec 2005=100	LIN	16-Nov-22	01-Oct-22	
TOTALNS	Import Price Index (NAICS): Apparel Manufacturing	NSA	Monthly	Index Dec 2005=100	LIN	16-Nov-22	01-Oct-22	
SLOAS	Export Price Index (NAICS): Semiconductor and Other Electronic Component Manufacturing	NSA	Monthly	Index Dec 2005=100	LIN	16-Nov-22	01-Oct-22	
TOTALSL	Import Price Index (End Use): All Commodities	NSA	Monthly	Index 2000=100	LIN	16-Nov-22	01-Oct-22	
CEU6000000003	"Advance Retail Sales: Building Materials, Garden Equipment and Supplies Dealers"	NSA	Monthly	Millions of Dollars	LIN	16-Nov-22	01-Oct-22	
CEU6000000011	Advance Retail Sales: Electronics and Appliance Stores	NSA	Monthly	Millions of Dollars	LIN	16-Nov-22	01-Oct-22	
CEU6000000016	Advance Retail Sales: General Merchandise Stores	NSA	Monthly	Millions of Dollars	LIN	16-Nov-22	01-Oct-22	
CEU6000000017	Advance Retail Sales: Motor Vehicle and Parts Dealers	NSA	Monthly	Millions of Dollars	LIN	16-Nov-22	01-Oct-22	
CEU0600000003	Advance Retail Sales: Auto and Other Motor Vehicle Dealers	SA	Monthly	Millions of Dollars	LIN	16-Nov-22	01-Oct-22	
CEU0600000011	Advance Retail Sales: Furniture and Home Furnishings Stores	NSA	Monthly	Millions of Dollars	LIN	16-Nov-22	01-Oct-22	
CEU0600000016	Advance Retail Sales: Food Services and Drinking Places	NSA	Monthly	Millions of Dollars	LIN	16-Nov-22	01-Oct-22	
CEU0600000017	Advance Retail Sales: Gasoline Stations	NSA	Monthly	Millions of Dollars	LIN	16-Nov-22	01-Oct-22	
CEU0800000002	Advance Retail Sales: Health and Personal Care Stores	SA	Monthly	Millions of Dollars	LIN	16-Nov-22	01-Oct-22	
CEU0800000003	Advance Retail Sales: Clothing and Clothing Accessory Stores	NSA	Monthly	Millions of Dollars	LIN	16-Nov-22	01-Oct-22	
CEU0800000011	Advance Retail Sales: Grocery Stores	SA	Monthly	Millions of Dollars	LIN	16-Nov-22	01-Oct-22	
CEU0800000016	Advance Retail Sales: Retail Trade	NSA	Monthly	Millions of Dollars	LIN	16-Nov-22	01-Oct-22	
CEU1000000011	Advance Retail Sales: Retail Trade	SA	Monthly	Millions of Dollars	LIN	16-Nov-22	01-Oct-22	
CEU1000000016	Producer Price Index by Industry: Semiconductor Machinery Manufacturing: Semiconductor Machinery and Parts	NSA	Monthly	Index Jun 1987=100	LIN	15-Nov-22	01-Oct-22	
CEU1000000017	"Producer Price Index by Industry: Data Processing, Hosting and Related Services"	NSA	Monthly	Index Dec 2000=100	LIN	15-Nov-22	01-Oct-22	
CEU1011330001	Producer Price Index by Industry: Heavy Duty Truck Manufacturing	NSA	Monthly	Index Dec 2003=100	LIN	15-Nov-22	01-Oct-22	
CEU1021000001	"Producer Price Index by Industry: General Freight Trucking, Long-Distance Truckload"	NSA	Monthly	Index Dec 2003=100	LIN	15-Nov-22	01-Oct-22	
CEU1021200001	Producer Price Index by Commodity: Employment Services	NSA	Monthly	Index Jun 2009=100	LIN	15-Nov-22	01-Oct-22	
CEU1021300001	Producer Price Index by Commodity: Chemicals and Allied Products: Industrial Chemicals	SA	Monthly	Index 1982=100	LIN	15-Nov-22	01-Oct-22	
CEU2000000016	Producer Price Index by Commodity: Lumber and Wood Products: Lumber	SA	Monthly	Index 1982=100	LIN	15-Nov-22	01-Oct-22	
CEU2023600001	Producer Price Index by Industry: Total Manufacturing Industries	NSA	Monthly	Index Dec 1984=100	LIN	15-Nov-22	01-Oct-22	
CEU3000000011	"Producer Price Index by Commodity: Pulp, Paper, and Allied Products: Corrugated Shipping Containers"	NSA	Monthly	Index Jun 1987=100	LIN	15-Nov-22	01-Oct-22	
CEU3100000002	Producer Price Index by Commodity: All Commodities	NSA	Monthly	Index 1982=100	LIN	15-Nov-22	01-Oct-22	
CEU3100000003	Producer Price Index by Commodity: Furniture and Household Durables: Household Furniture	NSA	Monthly	Index 1982=100	LIN	15-Nov-22	01-Oct-22	
CEU3100000004	Producer Price Index by Commodity: Machinery and Equipment: Construction Machinery and Equipment	NSA	Monthly	Index 1982=100	LIN	15-Nov-22	01-Oct-22	
CEU3000000016	Producer Price Index by Commodity: Metals and Metal Products	NSA	Monthly	Index 1982=100	LIN	15-Nov-22	01-Oct-22	
CEU3000000017	Producer Price Index by Commodity: Final Demand: Final Demand Less Foods and Energy	NSA	Monthly	Index Apr 2010=100	LIN	15-Nov-22	01-Oct-22	
CEU3100000011	Producer Price Index by Commodity: Construction (Partial)	NSA	Monthly	Index Jun 2009=100	LIN	15-Nov-22	01-Oct-22	
CEU3100000016	Producer Price Index by Commodity: Final Demand: Finished Goods	NSA	Monthly	Index 1982=100	LIN	15-Nov-22	01-Oct-22	
CEU3100000017	International Trade: Exports: Value (Goods): Total for Chile	NSA	Monthly	"US Dollars, monthly level"	LIN	14-Nov-22	01-Oct-22	
CEU3132100001	Weekly Hours Worked: Manufacturing for the United States	NSA	Monthly	Hours	LIN	14-Nov-22	01-Oct-22	
CEU3132700001	Employed Population: Aged 15-64: All Persons for the United States	NSA	Monthly	Persons	LIN	14-Nov-22	01-Oct-22	
CEU3133100001	International Trade: Imports: Value (Goods): Total for China (People's Republic Of)	NSA	Monthly	"US Dollars, monthly level"	LIN	14-Nov-22	01-Oct-22	
CEU3133200001	International Trade: Exports: Value (Goods): Total for China (People's Republic Of)	NSA	Monthly	"US Dollars, monthly level"	LIN	14-Nov-22	01-Oct-22	
CEU3133300001	Working Age Population: Aged 15-64: All Persons for the United States	NSA	Monthly	Persons	LIN	14-Nov-22	01-Oct-22	
CEU3133400001	Hourly Earnings: Manufacturing for the United States	NSA	Monthly	Index 2015=100	LIN	14-Nov-22	01-Oct-22	
CEU3133410001	Working Age Population: Aged 25-54: All Persons for the United States	NSA	Monthly	Persons	LIN	14-Nov-22	01-Oct-22	
CEU3133420001	3-Month or 90-day Rates and Yields: Certificates of Deposit for the United States	NSA	Monthly	Percent	LIN	14-Nov-22	01-Oct-22	
CEU3133450001	3-Month or 90-day Rates and Yields: Interbank Rates for the United States	NSA	Monthly	Percent	LIN	14-Nov-22	01-Oct-22	
CEU3133500001	Employment Rate: Aged 25-54: All Persons for the United States	NSA	Monthly	Percent	LIN	14-Nov-22	01-Oct-22	
CEU3133600001	Employment Rate: Aged 15-64: All Persons for the United States	NSA	Monthly	Percent	LIN	14-Nov-22	01-Oct-22	
CEU3133600101	Cass Freight Index: Expenditures	NSA	Monthly	Index Jan 1990=1	LIN	14-Nov-22	01-Oct-22	
CEU3133700001	Cass Freight Index: Shipments	NSA	Monthly	Index Jan 1990=1	LIN	14-Nov-22	01-Oct-22	
CEU3200000001	Research Consumer Price Index: Recreation	SA	Monthly	Index 1982=100	LIN	10-Nov-22	01-Oct-22	
CEU3200000002	Research Consumer Price Index: Education and Communication	SA	Monthly	Index 1982=100	LIN	10-Nov-22	01-Oct-22	
CEU3200000003	Research Consumer Price Index: Transportation	SA	Monthly	Index 1982=100	LIN	10-Nov-22	01-Oct-22	
CEU3200000004	Research Consumer Price Index: Apparel	SA	Monthly	Index 1982=100	LIN	10-Nov-22	01-Oct-22	
CEU3200000011	Research Consumer Price Index: Food and Beverages	SA	Monthly	Index 1982=100	LIN	10-Nov-22	01-Oct-22	
CEU3200000016	Research Consumer Price Index: Housing	SA	Monthly	Index 1982=100	LIN	10-Nov-22	01-Oct-22	
CEU3200000017	Research Consumer Price Index: All Items	SA	Monthly	Index 1982=100	LIN	10-Nov-22	01-Oct-22	
CEU3231100001	Means of Financing: by Other Means	NSA	Monthly	Millions of Dollars	LIN	10-Nov-22	01-Oct-22	
CEU3231400001	"Means of Financing: Reduction of Operating Cash, Increase (-)"	NSA	Monthly	Millions of Dollars	LIN	10-Nov-22	01-Oct-22	
CEU3232400001	Means of Financing: Borrowing from the Public	NSA	Monthly	Millions of Dollars	LIN	10-Nov-22	01-Oct-22	
CEU3232500001	Total Federal Outlays	NSA	Monthly	Millions of Dollars	LIN	10-Nov-22	01-Oct-22	
CEU3232600001	Total Federal Receipts	NSA	Monthly	Millions of Dollars	LIN	10-Nov-22	01-Oct-22	
CEU4000000002	Federal Surplus or Deficit [-]	NSA	Monthly	Millions of Dollars	LIN	10-Nov-22	01-Oct-22	
CEU4000000016	Chained Consumer Price Index for All Urban Consumers: Energy in U.S. City Average	NSA	Monthly	Index Dec 1999=100	LIN	10-Nov-22	01-Oct-22	
CEU4000000017	Chained Consumer Price Index for All Urban Consumers: Education and Communication in U.S. City Average	NSA	Monthly	Index Dec 1999=100	LIN	10-Nov-22	01-Oct-22	
CEU4142000001	Chained Consumer Price Index for All Urban Consumers: Education in U.S. City Average	NSA	Monthly	Index Dec 1999=100	LIN	10-Nov-22	01-Oct-22	
CEU4142000002	Chained Consumer Price Index for All Urban Consumers: Communication in U.S. City Average	NSA	Monthly	Index Dec 1999=100	LIN	10-Nov-22	01-Oct-22	
CEU4142000003	Chained Consumer Price Index for All Urban Consumers: Apparel in U.S. City Average	NSA	Monthly	Index Dec 1999=100	LIN	10-Nov-22	01-Oct-22	
CEU4142000011	Chained Consumer Price Index for All Urban Consumers: Food in U.S. City Average	NSA	Monthly	Index Dec 1999=100	LIN	10-Nov-22	01-Oct-22	
CEU4142000017	Chained Consumer Price Index for All Urban Consumers: Alcoholic Beverages in U.S. City Average	NSA	Monthly	Index Dec 1999=100	LIN	10-Nov-22	01-Oct-22	
CEU4142300001	Chained Consumer Price Index for All Urban Consumers: Household Furnishings and Operations in U.S. City Average	NSA	Monthly	Index Dec 1999=100	LIN	10-Nov-22	01-Oct-22	
CEU4200000011	Chained Consumer Price Index for All Urban Consumers: Medical Care Commodities in U.S. City Average	NSA	Monthly	Index Dec 1999=100	LIN	10-Nov-22	01-Oct-22	
CEU4200000016	Chained Consumer Price Index for All Urban Consumers: Recreation in U.S. City Average	NSA	Monthly	Index Dec 1999=100	LIN	10-Nov-22	01-Oct-22	
CEU4200000017	Chained Consumer Price Index for All Urban Consumers: Services in U.S. City Average	NSA	Monthly	Index Dec 1999=100	LIN	10-Nov-22	01-Oct-22	
CEU4244100001	Chained Consumer Price Index for All Urban Consumers: Transportation in U.S. City Average	NSA	Monthly	Index Dec 1999=100	LIN	10-Nov-22	01-Oct-22	
CEU4244300001	Chained Consumer Price Index for All Urban Consumers: Public Transportation in U.S. City Average	NSA	Monthly	Index Dec 1999=100	LIN	10-Nov-22	01-Oct-22	
CEU4244700001	Chained Consumer Price Index for All Urban Consumers: Food and Beverages in U.S. City Average	NSA	Monthly	Index Dec 1999=100	LIN	10-Nov-22	01-Oct-22	
CEU4245100001	Chained Consumer Price Index for All Urban Consumers: Food at Home in U.S. City Average	NSA	Monthly	Index Dec 1999=100	LIN	10-Nov-22	01-Oct-22	
CEU4245200001	Chained Consumer Price Index for All Urban Consumers: Medical Care in U.S. City Average	NSA	Monthly	Index Dec 1999=100	LIN	10-Nov-22	01-Oct-22	
CEU4245400001	Chained Consumer Price Index for All Urban Consumers: Private Transportation in U.S. City Average	NSA	Monthly	Index Dec 1999=100	LIN	10-Nov-22	01-Oct-22	
CEU4300000002	Chained Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average	NSA	Monthly	Index Dec 1999=100	LIN	10-Nov-22	01-Oct-22	
CEU4300000011	Chained Consumer Price Index for All Urban Consumers: Fuels and Utilities in U.S. City Average	NSA	Monthly	Index Dec 1999=100	LIN	10-Nov-22	01-Oct-22	
CEU4300000016	Consumer Price Index for All Urban Consumers: Education and Communication in U.S. City Average	NSA	Monthly	Index Dec 1997=100	LIN	10-Nov-22	01-Oct-22	
CEU4300000017	Consumer Price Index for All Urban Consumers: Transportation in U.S. City Average	NSA	Monthly	Index 1982-1984=100	LIN	10-Nov-22	01-Oct-22	
CEU4348200001	Chained Consumer Price Index for All Urban Consumers: All Items Less Food and Energy in U.S. City Average	NSA	Monthly	Index Dec 1999=100	LIN	10-Nov-22	01-Oct-22	
CEU4348500001	Chained Consumer Price Index for All Urban Consumers: Housing in U.S. City Average	NSA	Monthly	Index Dec 1999=100	LIN	10-Nov-22	01-Oct-22	
CEU4348700001	Chained Consumer Price Index for All Urban Consumers: Medical Care Services in U.S. City Average	NSA	Monthly	Index Dec 1999=100	LIN	10-Nov-22	01-Oct-22	
CEU4348800001	Chained Consumer Price Index for All Urban Consumers: Nondurables in U.S. City Average	NSA	Monthly	Index Dec 1999=100	LIN	10-Nov-22	01-Oct-22	
CEU4422000001	Consumer Price Index for All Urban Consumers: Food and Beverages in U.S. City Average	NSA	Monthly	Index 1982-1984=100	LIN	10-Nov-22	01-Oct-22	
CEU4422000002	Consumer Price Index for All Urban Consumers: Apparel in U.S. City Average	NSA	Monthly	Index 1982-1984=100	LIN	10-Nov-22	01-Oct-22	
CEU4422000003	Consumer Price Index for All Urban Consumers: Medical Care in U.S. City Average	NSA	Monthly	Index 1982-1984=100	LIN	10-Nov-22	01-Oct-22	
CEU4422000011	Consumer Price Index for All Urban Consumers: Used Cars and Trucks in U.S. City Average	NSA	Monthly	Index 1982-1984=100	LIN	10-Nov-22	01-Oct-22	
CEU4422000016	Chained Consumer Price Index for All Urban Consumers: All Items in U.S. City Average	NSA	Monthly	Index Dec 1999=100	LIN	10-Nov-22	01-Oct-22	
CEU4422000017	Consumer Price Index for All Urban Consumers: Food in U.S. City Average	NSA	Monthly	Index 1982-1984=100	LIN	10-Nov-22	01-Oct-22	
CEU5000000002	Consumer Price Index for All Urban Consumers: Housing in U.S. City Average	NSA	Monthly	Index 1982-1984=100	LIN	10-Nov-22	01-Oct-22	
CEU5000000003	Consumer Price Index for All Urban Consumers: All Items Less Food in U.S. City Average	NSA	Monthly	Index 1982-1984=100	LIN	10-Nov-22	01-Oct-22	
CEU5000000011	Consumer Price Index for All Urban Consumers: All Items Less Energy in U.S. City Average	NSA	Monthly	Index 1982-1984=100	LIN	10-Nov-22	01-Oct-22	
CEU5000000016	Consumer Price Index for All Urban Consumers: Recreation in U.S. City Average	NSA	Monthly	Index Dec 1997=100	LIN	10-Nov-22	01-Oct-22	
CEU5000000017	Consumer Price Index for All Urban Consumers: All Items Less Food and Energy in U.S. City Average	NSA	Monthly	Index 1982-1984=100	LIN	10-Nov-22	01-Oct-22	
CEU5051100001	"KC Fed Labor Market Conditions Index, Level of Activity Indicator"	SA	Monthly	Index	LIN	08-Nov-22	01-Oct-22	
CEU5051200001	"KC Fed Labor Market Conditions Index, Momentum Indicator"	SA	Monthly	Index	LIN	08-Nov-22	01-Oct-22	
CEU5500000002	"Average Hourly Earnings of All Employees, Professional and Business Services"	NSA	Monthly	Dollars per Hour	LIN	04-Nov-22	01-Oct-22	
CEU5500000011	"Average Weekly Earnings of All Employees, Professional and Business Services"	NSA	Monthly	Dollars per Week	LIN	04-Nov-22	01-Oct-22	
CEU5500000016	"Indexes of Aggregate Weekly Hours of All Employees, Professional and Business Services"	NSA	Monthly	Index 2007=100	LIN	04-Nov-22	01-Oct-22	
CEU5500000017	"Indexes of Aggregate Weekly Payrolls of All Employees, Professional and Business Services"	NSA	Monthly	Index 2007=100	LIN	04-Nov-22	01-Oct-22	
CEU5552000001	"Average Hourly Earnings of All Employees, Goods-Producing"	NSA	Monthly	Dollars per Hour	LIN	04-Nov-22	01-Oct-22	
CEU5552100001	"Average Weekly Earnings of All Employees, Goods-Producing"	NSA	Monthly	Dollars per Week	LIN	04-Nov-22	01-Oct-22	
CEU5552200001	"Indexes of Aggregate Weekly Hours of All Employees, Goods-Producing"	NSA	Monthly	Index 2007=100	LIN	04-Nov-22	01-Oct-22	
CEU5552210001	"Indexes of Aggregate Weekly Payrolls of All Employees, Goods-Producing"	NSA	Monthly	Index 2007=100	LIN	04-Nov-22	01-Oct-22	
CEU5553100001	"Average Weekly Hours of All Employees, Private Service-Providing"	NSA	Monthly	Hours	LIN	04-Nov-22	01-Oct-22	
CEU5553200001	"Average Hourly Earnings of All Employees, Private Service-Providing"	NSA	Monthly	Dollars per Hour	LIN	04-Nov-22	01-Oct-22	
CEU5553300001	"Average Weekly Earnings of All Employees, Private Service-Providing"	NSA	Monthly	Dollars per Week	LIN	04-Nov-22	01-Oct-22	
CEU6054000001	"Indexes of Aggregate Weekly Hours of All Employees, Private Service-Providing"	NSA	Monthly	Index 2007=100	LIN	04-Nov-22	01-Oct-22	
CEU6054110001	"Average Weekly Earnings of All Employees, Mining and Logging"	NSA	Monthly	Dollars per Week	LIN	04-Nov-22	01-Oct-22	
CEU6054120001	"Indexes of Aggregate Weekly Hours of All Employees, Mining and Logging"	NSA	Monthly	Index 2007=100	LIN	04-Nov-22	01-Oct-22	
CEU6054130001	"Indexes of Aggregate Weekly Payrolls of All Employees, Mining and Logging"	NSA	Monthly	Index 2007=100	LIN	04-Nov-22	01-Oct-22	
CEU6054160001	"All Employees, Logging"	NSA	Monthly	Thousands of Persons	LIN	04-Nov-22	01-Oct-22	
CEU6055000001	"All Employees, Mining"	NSA	Monthly	Thousands of Persons	LIN	04-Nov-22	01-Oct-22	
CEU6056000001	"All Employees, Mining, Except Oil and Gas"	NSA	Monthly	Thousands of Persons	LIN	04-Nov-22	01-Oct-22	
CEU6056100001	"All Employees, Support Activities for Mining"	NSA	Monthly	Thousands of Persons	LIN	04-Nov-22	01-Oct-22	
CEU6056130001	"Indexes of Aggregate Weekly Hours of All Employees, Construction"	NSA	Monthly	Index 2007=100	LIN	04-Nov-22	01-Oct-22	
CEU6056140001	"All Employees, Construction of Buildings"	NSA	Monthly	Thousands of Persons	LIN	04-Nov-22	01-Oct-22	
CEU6056200001	"Average Weekly Earnings of All Employees, Manufacturing"	NSA	Monthly	Dollars per Week	LIN	04-Nov-22	01-Oct-22	
CEU6500000002	"Average Weekly Hours of All Employees, Durable Goods"	NSA	Monthly	Hours	LIN	04-Nov-22	01-Oct-22	
CEU6056170001	"Average Hourly Earnings of All Employees, Durable Goods"	NSA	Monthly	Dollars per Hour	LIN	04-Nov-22	01-Oct-22	
CEU6500000011	"Average Weekly Overtime Hours of All Employees, Durable Goods"	NSA	Monthly	Hours	LIN	04-Nov-22	01-Oct-22	
CEU6500000016	"Indexes of Aggregate Weekly Hours of All Employees, Manufacturing"	NSA	Monthly	Index 2007=100	LIN	04-Nov-22	01-Oct-22	
CEU6500000017	"Indexes of Aggregate Weekly Payrolls of All Employees, Manufacturing"	NSA	Monthly	Index 2007=100	LIN	04-Nov-22	01-Oct-22	
CEU6561000001	"Average Weekly Earnings of All Employees, Durable Goods"	NSA	Monthly	Dollars per Week	LIN	04-Nov-22	01-Oct-22	
CEU6562000001	"Indexes of Aggregate Weekly Hours of All Employees, Durable Goods"	NSA	Monthly	Index 2007=100	LIN	04-Nov-22	01-Oct-22	
CEU6562100001	"Indexes of Aggregate Weekly Payrolls of All Employees, Durable Goods"	NSA	Monthly	Index 2007=100	LIN	04-Nov-22	01-Oct-22	
CEU6562110001	"All Employees, Wood Products"	NSA	Monthly	Thousands of Persons	LIN	04-Nov-22	01-Oct-22	
CEU6562140001	"All Employees, Nonmetallic Mineral Products"	NSA	Monthly	Thousands of Persons	LIN	04-Nov-22	01-Oct-22	
CEU6562160001	"All Employees, Primary Metals"	NSA	Monthly	Thousands of Persons	LIN	04-Nov-22	01-Oct-22	
CEU6562400001	"All Employees, Fabricated Metal Products"	NSA	Monthly	Thousands of Persons	LIN	04-Nov-22	01-Oct-22	
CEU7000000002	"All Employees, Machinery"	NSA	Monthly	Thousands of Persons	LIN	04-Nov-22	01-Oct-22	
CEU7000000011	"All Employees, Computer and Electronic Products"	NSA	Monthly	Thousands of Persons	LIN	04-Nov-22	01-Oct-22	
CEU7000000016	"All Employees, Computer and Peripheral Equipment"	NSA	Monthly	Thousands of Persons	LIN	04-Nov-22	01-Oct-22	
CEU7000000017	"All Employees, Communications Equipment"	NSA	Monthly	Thousands of Persons	LIN	04-Nov-22	01-Oct-22	
CEU7071100001	"All Employees, Electronic Instruments"	NSA	Monthly	Thousands of Persons	LIN	04-Nov-22	01-Oct-22	
CEU7071300001	"All Employees, Electrical Equipment and Appliances"	NSA	Monthly	Thousands of Persons	LIN	04-Nov-22	01-Oct-22	
CEU7072000001	"All Employees, Transportation Equipment"	NSA	Monthly	Thousands of Persons	LIN	04-Nov-22	01-Oct-22	
CEU8000000001	"All Employees, Motor Vehicles and Parts"	NSA	Monthly	Thousands of Persons	LIN	04-Nov-22	01-Oct-22	
CEU9091100001	"All Employees, Furniture and Related Products"	NSA	Monthly	Thousands of Persons	LIN	04-Nov-22	01-Oct-22	
CEU9091912001	"All Employees, Nondurable Goods"	NSA	Monthly	Thousands of Persons	LIN	04-Nov-22	01-Oct-22	
CEU9092000001	"Average Weekly Hours of All Employees, Nondurable Goods"	NSA	Monthly	Hours	LIN	04-Nov-22	01-Oct-22	
CEU9093200001	"Average Hourly Earnings of All Employees, Nondurable Goods"	NSA	Monthly	Dollars per Hour	LIN	04-Nov-22	01-Oct-22	
CEU0500000017	"Average Weekly Overtime Hours of All Employees, Nondurable Goods"	NSA	Monthly	Hours	LIN	04-Nov-22	01-Oct-22	
CEU0800000001	"Average Weekly Earnings of All Employees, Nondurable Goods"	NSA	Monthly	Dollars per Week	LIN	04-Nov-22	01-Oct-22	
CEU1000000003	"Indexes of Aggregate Weekly Hours of All Employees, Nondurable Goods"	NSA	Monthly	Index 2007=100	LIN	04-Nov-22	01-Oct-22	
CEU2000000002	"Indexes of Aggregate Weekly Payrolls of All Employees, Nondurable Goods"	NSA	Monthly	Index 2007=100	LIN	04-Nov-22	01-Oct-22	
CEU2023620001	"All Employees, Food Manufacturing"	NSA	Monthly	Thousands of Persons	LIN	04-Nov-22	01-Oct-22	
CEU2023700001	"All Employees, Textile Product Mills"	NSA	Monthly	Thousands of Persons	LIN	04-Nov-22	01-Oct-22	
CEU2023800101	"All Employees, Petroleum and Coal Products"	NSA	Monthly	Thousands of Persons	LIN	04-Nov-22	01-Oct-22	
CEU3100000001	"All Employees, Chemicals"	NSA	Monthly	Thousands of Persons	LIN	04-Nov-22	01-Oct-22	
CEU3133440001	"All Employees, Plastics and Rubber Products"	NSA	Monthly	Thousands of Persons	LIN	04-Nov-22	01-Oct-22	
CEU3231300001	"Average Weekly Hours of All Employees, Trade, Transportation, and Utilities"	NSA	Monthly	Hours	LIN	04-Nov-22	01-Oct-22	
CEU4000000003	"Indexes of Aggregate Weekly Hours of All Employees, Trade, Transportation, and Utilities"	NSA	Monthly	Index 2007=100	LIN	04-Nov-22	01-Oct-22	
