Name	Title	Method	Frequency	Units	Type	Last Download	Last Data Update	Thu 01-Dec-2022 18:13:21
IY32621	Interest Rate on Reserve Balances	NSA	"Daily, 7-Day"	Percent	LIN	01-Dec-22	02-Dec-22	
NPPTL	"5-Year, 5-Year Forward Inflation Expectation Rate"	NSA	Daily	Percent	LIN	01-Dec-22	01-Dec-22	
NPPTS1	5-Year Breakeven Inflation Rate	NSA	Daily	Percent	LIN	01-Dec-22	01-Dec-22	
NPPSPT	10-Year Breakeven Inflation Rate	NSA	Daily	Percent	LIN	01-Dec-22	01-Dec-22	
NPPTM	10-Year Treasury Constant Maturity Minus 3-Month Treasury Constant Maturity	NSA	Daily	Percent	LIN	01-Dec-22	01-Dec-22	
NPPBUS	10-Year Treasury Constant Maturity Minus 2-Year Treasury Constant Maturity	NSA	Daily	Percent	LIN	01-Dec-22	01-Dec-22	
NPPCON	Overnight Reverse Repurchase Agreements: Total Securities Sold by the Federal Reserve in the Temporary Open Market Operations	NSA	Daily	Billions of US Dollars	LIN	01-Dec-22	01-Dec-22	
NPPTS	Overnight Reverse Repurchase Agreements: Treasury Securities Sold by the Federal Reserve in the Temporary Open Market Operations	NSA	Daily	Billions of US Dollars	LIN	01-Dec-22	01-Dec-22	
NPPMNF	30-Year Fixed Rate Mortgage Average in the United States	NSA	"Weekly, Ending Thursday"	Percent	LIN	01-Dec-22	01-Dec-22	
NPPTTL	15-Year Fixed Rate Mortgage Average in the United States	NSA	"Weekly, Ending Thursday"	Percent	LIN	01-Dec-22	01-Dec-22	
IY33391	180-Day Average SOFR	NSA	Daily	Percent	LIN	01-Dec-22	01-Dec-22	
IY33392	30-Day Average SOFR	NSA	Daily	Percent	LIN	01-Dec-22	01-Dec-22	
IY3343	"Nikkei Stock Average, Nikkei 225"	NSA	"Daily, Close"	Index	LIN	01-Dec-22	01-Dec-22	
IY33635	Federal Funds Target Range - Upper Limit	NSA	"Daily, 7-Day"	Percent	LIN	01-Dec-22	01-Dec-22	
IY337	SOFR Index	NSA	Daily	"Index Apr 2, 2018 = 1"	LIN	01-Dec-22	01-Dec-22	
IZ3114	90-Day Average SOFR	NSA	Daily	Percent	LIN	01-Dec-22	01-Dec-22	
IZ32222	University of Louisville and Oklahoma State University: LoDI National Index	NSA	Monthly	Index	LIN	30-Nov-22	01-Dec-22	
TLBSHNO	6-Month Treasury Constant Maturity Minus Federal Funds Rate	NSA	Daily	Percent	LIN	01-Dec-22	30-Nov-22	
TFAABSHNO	5-Year Treasury Constant Maturity Minus Federal Funds Rate	NSA	Daily	Percent	LIN	01-Dec-22	30-Nov-22	
HNONWPDPI	1-Year Treasury Constant Maturity Minus Federal Funds Rate	NSA	Daily	Percent	LIN	01-Dec-22	30-Nov-22	
BOGZ1FL663067003Q	3-Month Treasury Constant Maturity Minus Federal Funds Rate	NSA	Daily	Percent	LIN	01-Dec-22	30-Nov-22	
TNWBSHNO	10-Year Treasury Constant Maturity Minus Federal Funds Rate	NSA	Daily	Percent	LIN	01-Dec-22	30-Nov-22	
BOGZ1FU385050005Q	Wilshire 5000 Full Cap Price Index	NSA	"Daily, Close"	Index	LIN	01-Dec-22	30-Nov-22	
HNOCEA	Wilshire 5000 Total Market Index	NSA	"Daily, Close"	Index	LIN	01-Dec-22	30-Nov-22	
TBSDODNS	Assets: Securities Held Outright: Mortgage-Backed Securities: Wednesday Level	NSA	"Weekly, As of Wednesday"	Millions of U.S. Dollars	LIN	01-Dec-22	30-Nov-22	
CMDEBT	Assets: Securities Held Outright: U.S. Treasury Securities: All: Wednesday Level	NSA	"Weekly, As of Wednesday"	Millions of U.S. Dollars	LIN	01-Dec-22	30-Nov-22	
HCCSDODNS	Assets: Total Assets: Total Assets (Less Eliminations from Consolidation): Wednesday Level	NSA	"Weekly, As of Wednesday"	Millions of U.S. Dollars	LIN	01-Dec-22	30-Nov-22	
HNOREMV	"1-Year Treasury Bill Secondary Market Rate, Discount Basis"	NSA	Daily	Percent	LIN	01-Dec-22	30-Nov-22	
FDHBFIN	"Market Yield on U.S. Treasury Securities at 7-Year Constant Maturity, Quoted on an Investment Basis"	NSA	Daily	Percent	LIN	01-Dec-22	30-Nov-22	
GFDEBTN	"Market Yield on U.S. Treasury Securities at 5-Year Constant Maturity, Quoted on an Investment Basis"	NSA	Daily	Percent	LIN	01-Dec-22	30-Nov-22	
HOSAVGUSM052N	"Market Yield on U.S. Treasury Securities at 6-Month Constant Maturity, Quoted on an Investment Basis"	NSA	Daily	Percent	LIN	01-Dec-22	30-Nov-22	
HSFAVGUSM052N	"Market Yield on U.S. Treasury Securities at 3-Year Constant Maturity, Quoted on an Investment Basis"	NSA	Daily	Percent	LIN	01-Dec-22	30-Nov-22	
NPPSPS2	"Market Yield on U.S. Treasury Securities at 1-Month Constant Maturity, Quoted on an Investment Basis"	NSA	Daily	Percent	LIN	01-Dec-22	30-Nov-22	
NPPSPM	"Market Yield on U.S. Treasury Securities at 2-Year Constant Maturity, Quoted on an Investment Basis"	NSA	Daily	Percent	LIN	01-Dec-22	30-Nov-22	
NPPSPS1	"Market Yield on U.S. Treasury Securities at 10-Year Constant Maturity, Quoted on an Investment Basis"	NSA	Daily	Percent	LIN	01-Dec-22	30-Nov-22	
NPPSPL1	"Market Yield on U.S. Treasury Securities at 30-Year Constant Maturity, Quoted on an Investment Basis"	NSA	Daily	Percent	LIN	01-Dec-22	30-Nov-22	
NPPSPL2	"Market Yield on U.S. Treasury Securities at 20-Year Constant Maturity, Quoted on an Investment Basis"	NSA	Daily	Percent	LIN	01-Dec-22	30-Nov-22	
NPPSPL	"Market Yield on U.S. Treasury Securities at 10-Year Constant Maturity, Quoted on an Investment Basis, Inflation-Indexed"	NSA	Daily	Percent	LIN	01-Dec-22	30-Nov-22	
NPPGPS	Federal Funds Effective Rate	NSA	"Daily, 7-Day"	Percent	LIN	01-Dec-22	30-Nov-22	
NPPGPS1	15-Day AA Nonfinancial Commercial Paper Interest Rate	NSA	Daily	Percent	LIN	01-Dec-22	30-Nov-22	
NPPGPL2	Commercial Paper Outstanding	NSA	"Weekly, Ending Wednesday"	Billions of Dollars	LIN	01-Dec-22	30-Nov-22	
NPPGPM	Moody's Seasoned Aaa Corporate Bond Yield	NSA	Daily	Percent	LIN	01-Dec-22	30-Nov-22	
NPPGPL	Moody's Seasoned Baa Corporate Bond Yield	NSA	Daily	Percent	LIN	01-Dec-22	30-Nov-22	
NPPGPL1	ICE BofA AAA US Corporate Index Effective Yield	NSA	"Daily, Close"	Percent	LIN	01-Dec-22	30-Nov-22	
NPPSPS	ICE BofA CCC & Lower US High Yield Index Effective Yield	NSA	"Daily, Close"	Percent	LIN	01-Dec-22	30-Nov-22	
NPPTL1	ICE BofA US High Yield Index Effective Yield	NSA	"Daily, Close"	Percent	LIN	01-Dec-22	30-Nov-22	
NPPFIN	Effective Federal Funds Volume	NSA	Daily	Billions of U.S. Dollars	LIN	01-Dec-22	30-Nov-22	
NPPTTU	Effective Federal Funds Rate	NSA	Daily	Percent	LIN	01-Dec-22	30-Nov-22	
NPPTS2	Secured Overnight Financing Rate	NSA	Daily	Percent	LIN	01-Dec-22	30-Nov-22	
HNODSAQ027S	3-Month Commercial Paper Minus Federal Funds Rate	NSA	Daily	Percent	LIN	30-Nov-22	29-Nov-22	
BOGZ1FL664090005Q	30-Day AA Nonfinancial Commercial Paper Interest Rate	NSA	Daily	Percent	LIN	30-Nov-22	29-Nov-22	
HNOREMQ027S	90-Day AA Financial Commercial Paper Interest Rate	NSA	Daily	Percent	LIN	30-Nov-22	29-Nov-22	
MABSHNO	30-Day AA Financial Commercial Paper Interest Rate	NSA	Daily	Percent	LIN	30-Nov-22	29-Nov-22	
DABSHNO	Henry Hub Natural Gas Spot Price	NSA	Daily	Dollars per Million BTU	LIN	30-Nov-22	29-Nov-22	
HMLBSHNO	7-Day AA Nonfinancial Commercial Paper Interest Rate	NSA	Daily	Percent	LIN	30-Nov-22	29-Nov-22	
CCLBSHNO	30-Day AA Nonfinancial Commercial Paper Interest Rate	NSA	Daily	Percent	LIN	30-Nov-22	29-Nov-22	
TDSP	"Propane Prices: Mont Belvieu, Texas"	NSA	Daily	Dollars per Gallon	LIN	30-Nov-22	28-Nov-22	
CRDQUSANABIS	Kerosene-Type Jet Fuel Prices: U.S. Gulf Coast	NSA	Daily	Dollars per Gallon	LIN	30-Nov-22	28-Nov-22	
CMLBSHNO	Crude Oil Prices: Brent - Europe	NSA	Daily	Dollars per Barrel	LIN	30-Nov-22	28-Nov-22	
BOGZ1FL154104005A	"Crude Oil Prices: West Texas Intermediate (WTI) - Cushing, Oklahoma"	NSA	Daily	Dollars per Barrel	LIN	30-Nov-22	28-Nov-22	
NCBTFTA027N	US All Grades Reformulated Gas Price	NSA	Weekly	Dollars per Gallon	LIN	28-Nov-22	28-Nov-22	
BOGZ1FA385050005Q	US All Grades Conventional Gas Price	NSA	Weekly	Dollars per Gallon	LIN	28-Nov-22	28-Nov-22	
TABSNNCB	US All Grades All Formulations Gas Price	NSA	"Weekly, Ending Monday"	Dollars per Gallon	LIN	28-Nov-22	28-Nov-22	
TNWMVBSNNCB	US Regular Reformulated Gas Price	NSA	Weekly	Dollars per Gallon	LIN	28-Nov-22	28-Nov-22	
BOGZ1FA895050005Q	US Diesel Ultra Low Sulfur (0-15 ppm) Sales Price	NSA	Weekly	Dollars per Gallon	LIN	28-Nov-22	28-Nov-22	
NCBCMDPMVCE	US Diesel Sales Price	NSA	"Weekly, Ending Monday"	Dollars per Gallon	LIN	28-Nov-22	28-Nov-22	
NCBDBIQ027S	US Regular Conventional Gas Price	NSA	Weekly	Dollars per Gallon	LIN	28-Nov-22	28-Nov-22	
NCBEILQ027S	US Regular All Formulations Gas Price	NSA	"Weekly, Ending Monday"	Dollars per Gallon	LIN	28-Nov-22	28-Nov-22	
VAPGDPM	Business Applications for the United States	NSA	"Weekly, Ending Saturday"	Percent Change from Year Ago	LIN	01-Dec-22	26-Nov-22	
VAPGDPC	Weekly Economic Index (Lewis-Mertens-Stock)	NSA	"Weekly, Ending Saturday"	Index	LIN	01-Dec-22	26-Nov-22	
GOAI	Initial Claims	SA	"Weekly, Ending Saturday"	Number	LIN	01-Dec-22	26-Nov-22	
VAPGDPFI	Initial Claims	NSA	"Weekly, Ending Saturday"	Number	LIN	01-Dec-22	26-Nov-22	
VAPGDPFIRL	"Conventional Gasoline Prices: U.S. Gulf Coast, Regular"	NSA	"Weekly, Ending Friday"	Dollars per Gallon	LIN	30-Nov-22	25-Nov-22	
VAMA	No. 2 Heating Oil Prices: New York Harbor	NSA	"Weekly, Ending Friday"	Dollars per Gallon	LIN	30-Nov-22	25-Nov-22	
VAPGDPAFH	Kerosene-Type Jet Fuel Prices: U.S. Gulf Coast	NSA	"Weekly, Ending Friday"	Dollars per Gallon	LIN	30-Nov-22	25-Nov-22	
VAPGDPAERAF	60-Day AA Nonfinancial Commercial Paper Interest Rate	NSA	Daily	Percent	LIN	25-Nov-22	23-Nov-22	
VAPGDPHCSA	90-Day AA Nonfinancial Commercial Paper Interest Rate	NSA	Daily	Percent	LIN	22-Nov-22	21-Nov-22	
VAPGDPI	90-Day AA Nonfinancial Commercial Paper Interest Rate	NSA	Daily	Percent	LIN	22-Nov-22	21-Nov-22	
VAPGDPG	Continued Claims (Insured Unemployment)	NSA	"Weekly, Ending Saturday"	Number	LIN	01-Dec-22	19-Nov-22	
FYFSGDA188S	"Commercial and Industrial Loans, All Commercial Banks"	NSA	"Weekly, Ending Wednesday"	Billions of U.S. Dollars	LIN	25-Nov-22	16-Nov-22	
HBFRGDQ188S	"Other Deposits, All Commercial Banks"	SA	"Weekly, Ending Wednesday"	Billions of U.S. Dollars	LIN	25-Nov-22	16-Nov-22	
GFDEGDQ188S	"Treasury and Agency Securities, All Commercial Banks"	SA	"Weekly, Ending Wednesday"	Billions of U.S. Dollars	LIN	25-Nov-22	16-Nov-22	
VAPGDPAER	"Loans and Leases in Bank Credit, All Commercial Banks"	SA	"Weekly, Ending Wednesday"	Billions of U.S. Dollars	LIN	25-Nov-22	16-Nov-22	
VAPGDPESHS	60-Day AA Financial Commercial Paper Interest Rate	NSA	Daily	Percent	LIN	17-Nov-22	16-Nov-22	
U34IVS	Continued Claims (Insured Unemployment) in Wyoming	NSA	"Weekly, Ending Saturday"	Number	LIN	28-Nov-22	12-Nov-22	
U34INO	Continued Claims (Insured Unemployment) in Alaska	NSA	"Weekly, Ending Saturday"	Number	LIN	25-Nov-22	12-Nov-22	
U34ITI	Continued Claims (Insured Unemployment) in Arkansas	NSA	"Weekly, Ending Saturday"	Number	LIN	25-Nov-22	12-Nov-22	
U34HUO	Continued Claims (Insured Unemployment) in Alabama	NSA	"Weekly, Ending Saturday"	Number	LIN	25-Nov-22	12-Nov-22	
U34HVS	Continued Claims (Insured Unemployment) in New Mexico	NSA	"Weekly, Ending Saturday"	Number	LIN	25-Nov-22	12-Nov-22	
U34HTI	Continued Claims (Insured Unemployment) in New Hampshire	NSA	"Weekly, Ending Saturday"	Number	LIN	25-Nov-22	12-Nov-22	
UCOGNO	Continued Claims (Insured Unemployment) in North Carolina	NSA	"Weekly, Ending Saturday"	Number	LIN	25-Nov-22	12-Nov-22	
U36ZVS	Continued Claims (Insured Unemployment) in North Dakota	NSA	"Weekly, Ending Saturday"	Number	LIN	25-Nov-22	12-Nov-22	
UCMSNO	Continued Claims (Insured Unemployment) in Montana	NSA	"Weekly, Ending Saturday"	Number	LIN	25-Nov-22	12-Nov-22	
UCMSUO	Continued Claims (Insured Unemployment) in Maine	NSA	"Weekly, Ending Saturday"	Number	LIN	25-Nov-22	12-Nov-22	
UCDGNO	Continued Claims (Insured Unemployment) in Kentucky	NSA	"Weekly, Ending Saturday"	Number	LIN	25-Nov-22	12-Nov-22	
UCDGTI	Continued Claims (Insured Unemployment) in Louisiana	NSA	"Weekly, Ending Saturday"	Number	LIN	25-Nov-22	12-Nov-22	
U35BTI	Continued Claims (Insured Unemployment) in Kansas	NSA	"Weekly, Ending Saturday"	Number	LIN	25-Nov-22	12-Nov-22	
U36ATI	Continued Claims (Insured Unemployment) in Idaho	NSA	"Weekly, Ending Saturday"	Number	LIN	25-Nov-22	12-Nov-22	
U35BVS	Continued Claims (Insured Unemployment) in Hawaii	NSA	"Weekly, Ending Saturday"	Number	LIN	25-Nov-22	12-Nov-22	
U35BNO	Continued Claims (Insured Unemployment) in Iowa	NSA	"Weekly, Ending Saturday"	Number	LIN	25-Nov-22	12-Nov-22	
UMXTUO	Continued Claims (Insured Unemployment) in Delaware	NSA	"Weekly, Ending Saturday"	Number	LIN	25-Nov-22	12-Nov-22	
UMXTVS	Continued Claims (Insured Unemployment) in Nebraska	NSA	"Weekly, Ending Saturday"	Number	LIN	25-Nov-22	12-Nov-22	
UMXTNO	Continued Claims (Insured Unemployment) in Minnesota	NSA	"Weekly, Ending Saturday"	Number	LIN	25-Nov-22	12-Nov-22	
UMXTTI	Continued Claims (Insured Unemployment) in Missouri	NSA	"Weekly, Ending Saturday"	Number	LIN	25-Nov-22	12-Nov-22	
UMXDUO	Continued Claims (Insured Unemployment) in Mississippi	NSA	"Weekly, Ending Saturday"	Number	LIN	25-Nov-22	12-Nov-22	
UMXDVS	Continued Claims (Insured Unemployment) in Illinois	NSA	"Weekly, Ending Saturday"	Number	LIN	25-Nov-22	12-Nov-22	
UMXDNO	Continued Claims (Insured Unemployment) in Indiana	NSA	"Weekly, Ending Saturday"	Number	LIN	25-Nov-22	12-Nov-22	
UMXDTI	Continued Claims (Insured Unemployment) in Massachusetts	NSA	"Weekly, Ending Saturday"	Number	LIN	25-Nov-22	12-Nov-22	
UMNMVS	Continued Claims (Insured Unemployment) in Connecticut	NSA	"Weekly, Ending Saturday"	Number	LIN	25-Nov-22	12-Nov-22	
UITIVS	Continued Claims (Insured Unemployment) in Maryland	NSA	"Weekly, Ending Saturday"	Number	LIN	25-Nov-22	12-Nov-22	
UITINO	Continued Claims (Insured Unemployment) in Michigan	NSA	"Weekly, Ending Saturday"	Number	LIN	25-Nov-22	12-Nov-22	
UITITI	Continued Claims (Insured Unemployment) in Georgia	NSA	"Weekly, Ending Saturday"	Number	LIN	25-Nov-22	12-Nov-22	
UMTMUO	Continued Claims (Insured Unemployment) in Arizona	NSA	"Weekly, Ending Saturday"	Number	LIN	25-Nov-22	12-Nov-22	
UMNMTI	Continued Claims (Insured Unemployment) in New Jersey	NSA	"Weekly, Ending Saturday"	Number	LIN	25-Nov-22	12-Nov-22	
UMNMNO	Continued Claims (Insured Unemployment) in Colorado	NSA	"Weekly, Ending Saturday"	Number	LIN	25-Nov-22	12-Nov-22	
UMTMTI	Continued Claims (Insured Unemployment) in California	NSA	"Weekly, Ending Saturday"	Number	LIN	25-Nov-22	12-Nov-22	
UMTMNO	Continued Claims (Insured Unemployment) in Florida	NSA	"Weekly, Ending Saturday"	Number	LIN	25-Nov-22	12-Nov-22	
EXP0015	Continued Claims (Insured Unemployment) in West Virginia	NSA	"Weekly, Ending Saturday"	Number	LIN	25-Nov-22	12-Nov-22	
IMP0015	Continued Claims (Insured Unemployment) in Vermont	NSA	"Weekly, Ending Saturday"	Number	LIN	25-Nov-22	12-Nov-22	
PRS88003183	Continued Claims (Insured Unemployment) in Tennessee	NSA	"Weekly, Ending Saturday"	Number	LIN	25-Nov-22	12-Nov-22	
PRS88003153	Continued Claims (Insured Unemployment) in Utah	NSA	"Weekly, Ending Saturday"	Number	LIN	25-Nov-22	12-Nov-22	
PRS88003193	Continued Claims (Insured Unemployment) in South Carolina	NSA	"Weekly, Ending Saturday"	Number	LIN	25-Nov-22	12-Nov-22	
OPHPBS	Continued Claims (Insured Unemployment) in South Dakota	NSA	"Weekly, Ending Saturday"	Number	LIN	25-Nov-22	12-Nov-22	
PRS85006173	Continued Claims (Insured Unemployment) in Rhode Island	NSA	"Weekly, Ending Saturday"	Number	LIN	25-Nov-22	12-Nov-22	
OUTMS	Continued Claims (Insured Unemployment) in Pennsylvania	NSA	"Weekly, Ending Saturday"	Number	LIN	25-Nov-22	12-Nov-22	
MHHNGSP	Continued Claims (Insured Unemployment) in Washington	NSA	"Weekly, Ending Saturday"	Number	LIN	25-Nov-22	12-Nov-22	
MJFUELUSGULF	Continued Claims (Insured Unemployment) in Virginia	NSA	"Weekly, Ending Saturday"	Number	LIN	25-Nov-22	12-Nov-22	
CIU1030000000000I	Continued Claims (Insured Unemployment) in Wisconsin	NSA	"Weekly, Ending Saturday"	Number	LIN	25-Nov-22	12-Nov-22	
JHDUSRGDPBR	Continued Claims (Insured Unemployment) in Oklahoma	NSA	"Weekly, Ending Saturday"	Number	LIN	25-Nov-22	12-Nov-22	
BPCXRO1Q156NBEA	Continued Claims (Insured Unemployment) in Oregon	NSA	"Weekly, Ending Saturday"	Number	LIN	25-Nov-22	12-Nov-22	
BPCCRO1Q156NBEA	Continued Claims (Insured Unemployment) in Texas	NSA	"Weekly, Ending Saturday"	Number	LIN	25-Nov-22	12-Nov-22	
ASPUS	Continued Claims (Insured Unemployment) in New York	NSA	"Weekly, Ending Saturday"	Number	LIN	25-Nov-22	12-Nov-22	
MSPUS	Continued Claims (Insured Unemployment) in Ohio	NSA	"Weekly, Ending Saturday"	Number	LIN	25-Nov-22	12-Nov-22	
U34IUO	Continued Claims (Insured Unemployment) in Nevada	NSA	"Weekly, Ending Saturday"	Number	LIN	18-Nov-22	05-Nov-22	
U36BVS	3-Month Treasury Bill Minus Federal Funds Rate	NSA	Monthly	Percent	LIN	01-Dec-22	01-Nov-22	
U36CTI	30-year Breakeven Inflation Rate	NSA	Monthly	Percent	LIN	01-Dec-22	01-Nov-22	
U36AVS	Price Pressures Measure	NSA	Monthly	Probability	LIN	01-Dec-22	01-Nov-22	
U36BTI	Current Finished Goods Inventories; Diffusion Index for Texas	NSA	Monthly	Index	LIN	28-Nov-22	01-Nov-22	
U35DTI	Current Capital Expenditures; Diffusion Index for Texas	NSA	Monthly	Index	LIN	28-Nov-22	01-Nov-22	
U35DVS	Current General Business Activity; Diffusion Index for Texas	NSA	Monthly	Index	LIN	28-Nov-22	01-Nov-22	
U35CUO	Future Capital Expenditures; Diffusion Index for Texas	SA	Monthly	Index	LIN	28-Nov-22	01-Nov-22	
U35CNO	Current Employment; Diffusion Index for Federal Reserve District 3: Philadelphia	NSA	Monthly	Index	LIN	27-Nov-22	01-Nov-22	
U35CTI	Future Capital Expenditures; Diffusion Index for Federal Reserve District 3: Philadelphia	NSA	Monthly	Index	LIN	27-Nov-22	01-Nov-22	
U35AVS	Current New Orders; Diffusion Index for Federal Reserve District 3: Philadelphia	NSA	Monthly	Index	LIN	27-Nov-22	01-Nov-22	
U35BUO	Current Physical Plant Capital Expenditures; Diffusion Index for Federal Reserve District 3: Philadelphia	NSA	Monthly	Index	LIN	22-Nov-22	01-Nov-22	
U35ATI	Current Equipment and Software Capital Expenditures; Diffusion Index for Federal Reserve District 3: Philadelphia	NSA	Monthly	Index	LIN	22-Nov-22	01-Nov-22	
U35AUO	Current Inventories; Diffusion Index for New York	NSA	Monthly	Index	LIN	15-Nov-22	01-Nov-22	
U35ANO	Future Capital Expenditures; Diffusion Index for New York	NSA	Monthly	Index	LIN	15-Nov-22	01-Nov-22	
U34JUO	Current New Orders; Diffusion Index for New York	NSA	Monthly	Index	LIN	15-Nov-22	01-Nov-22	
U34JNO	Current Delivery Time; Diffusion Index for New York	SA	Monthly	Index	LIN	15-Nov-22	01-Nov-22	
U34JTI	Current General Business Conditions; Diffusion Index for New York	SA	Monthly	Index	LIN	15-Nov-22	01-Nov-22	
U37SUO	Retail Money Market Funds	NSA	"Weekly, Ending Monday"	Billions of Dollars	LIN	22-Nov-22	31-Oct-22	
U36CVS	M2	NSA	"Weekly, Ending Monday"	Billions of Dollars	LIN	22-Nov-22	31-Oct-22	
UNXANO	Trimmed Mean PCE Inflation Rate	SA	Monthly	Percent Change at Annual Rate	LIN	01-Dec-22	01-Oct-22	
PERMITNSA	Trimmed Mean PCE Inflation Rate	SA	Monthly	Percent Change from Year Ago	LIN	01-Dec-22	01-Oct-22	
DCPN3M	Total Construction Spending: Public Safety in the United States	NSA	Monthly	Millions of Dollars	LIN	01-Dec-22	01-Oct-22	
RIFSPPNAAD90NB	Total Construction Spending: Religious in the United States	NSA	Monthly	Millions of Dollars	LIN	01-Dec-22	01-Oct-22	
WRMFNS	Total Construction Spending: Transportation in the United States	NSA	Monthly	Millions of Dollars	LIN	01-Dec-22	01-Oct-22	
WM2NS	Total Construction Spending: Amusement and Recreation in the United States	NSA	Monthly	Millions of Dollars	LIN	01-Dec-22	01-Oct-22	
TOTRESNS	Total Construction Spending: Conservation and Development in the United States	NSA	Monthly	Millions of Dollars	LIN	01-Dec-22	01-Oct-22	
BOGMBASE	Total Construction Spending: Communication in the United States	NSA	Monthly	Millions of Dollars	LIN	01-Dec-22	01-Oct-22	
CPBNDIF066MNFRBPHI	Total Construction Spending: Sewage and Waste Disposal in the United States	NSA	Monthly	Millions of Dollars	LIN	01-Dec-22	01-Oct-22	
CEBNDIF066MNFRBPHI	Total Construction Spending: Health Care in the United States	NSA	Monthly	Millions of Dollars	LIN	01-Dec-22	01-Oct-22	
CFNAI	Total Private Construction Spending: Total Construction in the United States	NSA	Monthly	Millions of Dollars	LIN	01-Dec-22	01-Oct-22	
CFNAIDIFF	Total Construction Spending: Educational in the United States	NSA	Monthly	Millions of Dollars	LIN	01-Dec-22	01-Oct-22	
SOANDI	Total Construction Spending: Office in the United States	NSA	Monthly	Millions of Dollars	LIN	01-Dec-22	01-Oct-22	
SMU06000003133441301	Total Construction Spending: Water Supply in the United States	NSA	Monthly	Millions of Dollars	LIN	01-Dec-22	01-Oct-22	
DTCTHFNM	Total Construction Spending: Lodging in the United States	NSA	Monthly	Millions of Dollars	LIN	01-Dec-22	01-Oct-22	
DTRTNM	Total Construction Spending: Manufacturing in the United States	NSA	Monthly	Millions of Dollars	LIN	01-Dec-22	01-Oct-22	
ECOMNSA	Total Construction Spending: Power in the United States	NSA	Monthly	Millions of Dollars	LIN	01-Dec-22	01-Oct-22	
HOSINVUSM495N	Total Construction Spending: Commercial in the United States	NSA	Monthly	Millions of Dollars	LIN	01-Dec-22	01-Oct-22	
HSFMEDUSM052N	Total Construction Spending: Highway and Street in the United States	NSA	Monthly	Millions of Dollars	LIN	01-Dec-22	01-Oct-22	
EXHOSLUSM495N	Total Construction Spending: Nonresidential in the United States	NSA	Monthly	Millions of Dollars	LIN	01-Dec-22	01-Oct-22	
HOSSUPUSM673N	Total Construction Spending: Residential in the United States	NSA	Monthly	Millions of Dollars	LIN	01-Dec-22	01-Oct-22	
EXSFHSUSM495N	Total Construction Spending: Total Construction in the United States	NSA	Monthly	Millions of Dollars	LIN	01-Dec-22	01-Oct-22	
HOSMEDUSM052N	Contributions to percent change in GDPNow: Real Gross Private Domestic Investment	SA	Quarterly	Percentage Points	LIN	01-Dec-22	01-Oct-22	
HSFSUPUSM673N	Contributions to percent change in GDPNow: Real Gross Private Domestic Investment: Fixed Investment	SA	Quarterly	Percentage Points	LIN	01-Dec-22	01-Oct-22	
HSFINVUSM495N	Contributions to percent change in GDPNow: Real Exports of Services	SA	Quarterly	Percentage Points	LIN	01-Dec-22	01-Oct-22	
NVCCLAIMS	Contributions to percent change in GDPNow: Real Gross Government Investment: Federal Government	SA	Quarterly	Percentage Points	LIN	01-Dec-22	01-Oct-22	
DCPF2M	Contributions to percent change in GDPNow: Real Final Sales of Domestic Product	SA	Quarterly	Percentage Points	LIN	01-Dec-22	01-Oct-22	
HOUSTSFLAA1FQ	Contributions to percent change in GDPNow: Real Exports of Goods and Services	SA	Quarterly	Percentage Points	LIN	01-Dec-22	01-Oct-22	
HOUST1FQ	Contributions to percent change in GDPNow: Real Exports of Goods	SA	Quarterly	Percentage Points	LIN	01-Dec-22	01-Oct-22	
COMPUTNSA	GDPNow	SAAR	Quarterly	Percent Change at Annual Rate	LIN	01-Dec-22	01-Oct-22	
UNDCONTNSA	Contributions to percent change in GDPNow: Real Imports of Goods and Services	SA	Quarterly	Percentage Points	LIN	01-Dec-22	01-Oct-22	
HOUSTNSA	Contributions to percent change in GDPNow: Real Imports of Services	SA	Quarterly	Percentage Points	LIN	01-Dec-22	01-Oct-22	
WHLSLRMPCSMNSA	Contributions to percent change in GDPNow: Real Imports of Goods	SA	Quarterly	Percentage Points	LIN	01-Dec-22	01-Oct-22	
WHLSLRMPCIMNSA	Contributions to percent change in GDPNow: Real Gross Private Domestic Investment: Fixed Investment: Business: Intellectual Property Products	SA	Quarterly	Percentage Points	LIN	01-Dec-22	01-Oct-22	
WHLSLRIRNSA	Contributions to percent change in GDPNow: Real Personal Consumption Expenditures: Services	SA	Quarterly	Percentage Points	LIN	01-Dec-22	01-Oct-22	
MNFCTRIRNSA	Contributions to percent change in GDPNow: Real Gross Private Domestic Investment: Fixed Investment: Residential	SA	Quarterly	Percentage Points	LIN	01-Dec-22	01-Oct-22	
MNFCTRSMNSA	Contributions to percent change in GDPNow: Real Gross Government Investment: State and Local Government	SA	Quarterly	Percentage Points	LIN	01-Dec-22	01-Oct-22	
WHLSLRIMNSA	Contributions to percent change in GDPNow: Real Gross Private Domestic Investment: Fixed Investment: Business: Equipment	SA	Quarterly	Percentage Points	LIN	01-Dec-22	01-Oct-22	
WHLSLRSMNSA	Contributions to percent change in GDPNow: Real Gross Private Domestic Investment: Fixed Investment: Business: Structures	SA	Quarterly	Percentage Points	LIN	01-Dec-22	01-Oct-22	
RETAILSMNSA	Contributions to percent change in GDPNow: Real Change of Net Exports of Goods and Services	SA	Quarterly	Percentage Points	LIN	01-Dec-22	01-Oct-22	
