Release  Id : 325	Credit to Non-Financial Sector
CRDQARAPABIS                  Total Credit to Private Non-Financial Sector, Adjusted for Breaks, for Argentina                                         B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QINCAM770A                    Total Credit to Non-Financial Sector, Adjusted for Breaks, for India                                                     P NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QINCAMUSDA                    Total Credit to Non-Financial Sector, Adjusted for Breaks, for India                                                     B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QINCAMXDCA                    Total Credit to Non-Financial Sector, Adjusted for Breaks, for India                                                     B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QINGAN770A                    Nominal Total Credit to General Government, Adjusted for Breaks, for India                                               P NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QINGANUSDA                    Nominal Total Credit to General Government, Adjusted for Breaks, for India                                               B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QINGANXDCA                    Nominal Total Credit to General Government, Adjusted for Breaks, for India                                               B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QINHAM770A                    Total Credit to Households and NPISHs, Adjusted for Breaks, for India                                                    P NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QINHAMUSDA                    Total Credit to Households and NPISHs, Adjusted for Breaks, for India                                                    B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QINNAM770A                    Total Credit to Non-Financial Corporations, Adjusted for Breaks, for India                                               P NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QINNAMUSDA                    Total Credit to Non-Financial Corporations, Adjusted for Breaks, for India                                               B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QINPAM770A                    Total Credit to Private Non-Financial Sector, Adjusted for Breaks, for India                                             P NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QINPAMUSDA                    Total Credit to Private Non-Financial Sector, Adjusted for Breaks, for India                                             B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QINPBM770A                    Credit to Private Non-Financial Sector by Banks, Adjusted for Breaks, for India                                          P NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QINPBMUSDA                    Credit to Private Non-Financial Sector by Banks, Adjusted for Breaks, for India                                          B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QITCAM770A                    Total Credit to Non-Financial Sector, Adjusted for Breaks, for Italy                                                     P NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QITCAMUSDA                    Total Credit to Non-Financial Sector, Adjusted for Breaks, for Italy                                                     B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QITCAMXDCA                    Total Credit to Non-Financial Sector, Adjusted for Breaks, for Italy                                                     B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QITGAM770A                    Total Credit to General Government, Adjusted for Breaks, for Italy                                                       P NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QITGAMUSDA                    Total Credit to General Government, Adjusted for Breaks, for Italy                                                       B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QITGAMXDCA                    Total Credit to General Government, Adjusted for Breaks, for Italy                                                       B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QITGAN770A                    Nominal Total Credit to General Government, Adjusted for Breaks, for Italy                                               P NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QITGANUSDA                    Nominal Total Credit to General Government, Adjusted for Breaks, for Italy                                               B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QITGANXDCA                    Nominal Total Credit to General Government, Adjusted for Breaks, for Italy                                               B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QITHAM770A                    Total Credit to Households and NPISHs, Adjusted for Breaks, for Italy                                                    P NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QITHAMUSDA                    Total Credit to Households and NPISHs, Adjusted for Breaks, for Italy                                                    B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QITNAM770A                    Total Credit to Non-Financial Corporations, Adjusted for Breaks, for Italy                                               P NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QITNAMUSDA                    Total Credit to Non-Financial Corporations, Adjusted for Breaks, for Italy                                               B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QITPAM770A                    Total Credit to Private Non-Financial Sector, Adjusted for Breaks, for Italy                                             P NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QITPAMUSDA                    Total Credit to Private Non-Financial Sector, Adjusted for Breaks, for Italy                                             B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QITPBM770A                    Credit to Private Non-Financial Sector by Banks, Adjusted for Breaks, for Italy                                          P NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QITPBMUSDA                    Credit to Private Non-Financial Sector by Banks, Adjusted for Breaks, for Italy                                          B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QJPCAM770A                    Total Credit to Non-Financial Sector, Adjusted for Breaks, for Japan                                                     P NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QJPCAMUSDA                    Total Credit to Non-Financial Sector, Adjusted for Breaks, for Japan                                                     B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QJPCAMXDCA                    Total Credit to Non-Financial Sector, Adjusted for Breaks, for Japan                                                     B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QJPGAM770A                    Total Credit to General Government, Adjusted for Breaks, for Japan                                                       P NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QJPGAMUSDA                    Total Credit to General Government, Adjusted for Breaks, for Japan                                                       B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
